0,2.54346,0,0,0
1,2.7199,2.93951,0,0
2,2.66557,3.03649,0,0
3,1.92696,0,0,0
4,0,0,0,0
5,2.31326,2.42108,0,0
6,2.83384,0,0,0
7,2.67617,0,0,0
8,2.21174,2.7823,0,0
9,2.00151,2.15594,0,0
10,2.54847,1.91131,0,0
11,3.05978,2.25046,0,0
12,2.6403,2.53925,0,0
13,0,0,0,0
14,0,0,0,0
15,2.44734,2.26994,0,0
16,2.32804,2.88924,0,0
17,2.34138,2.55428,0,0
18,2.32095,3.06277,0,0
19,2.98972,2.55545,0,0
20,2.26801,2.29267,0,0
21,2.63295,2.80074,0,0
22,2.38278,2.57179,0,0
23,2.94044,3.22192,0,0
24,2.2389,2.04933,0,0
25,2.14524,2.39686,0,0
26,3.10599,2.24491,0,0
27,2.60121,2.69393,0,0
28,2.62178,2.29768,0,0
29,2.88316,2.81384,0,0
30,2.67582,2.44252,0,0
31,2.51416,2.56405,0,0
32,2.74194,2.41973,0,0
33,2.97983,2.92213,0,0
34,2.10183,2.51857,0,0
35,2.77338,2.44126,0,0
36,2.20341,2.97597,0,0
37,2.75266,2.29798,0,0
38,2.63358,2.87042,0,0
39,2.1686,1.9137,0,0
40,2.37033,2.8709,0,0
41,2.27472,2.53251,0,0
42,2.85751,2.06381,0,0
43,3.14603,2.47019,0,0
44,2.27855,1.94326,0,0
45,2.30834,2.44792,0,0
46,2.38877,0,0,0
47,3.32252,2.63173,0,0
48,3.04224,0,0,0
49,2.92731,2.32028,0,0
50,2.44914,3.13226,0,0
51,1.81933,2.63057,0,0
52,3.36867,2.57016,0,0
53,2.63949,3.0021,0,0
54,2.28159,2.27381,0,0
55,2.0967,2.89955,0,0
56,2.20956,2.60186,0,0
57,2.23938,2.86525,0,0
58,1.75263,2.92714,0,0
59,2.31404,2.20974,0,0
60,3.01844,2.47041,0,0
61,2.25474,2.79462,0,0
62,2.7178,2.98203,0,0
63,2.92412,2.60498,0,0
64,2.44748,2.18481,0,0
65,2.8742,3.09696,0,0
66,2.12684,2.47125,0,0
67,2.1387,3.22357,0,0
68,2.84904,2.58278,0,0
69,2.58716,3.0721,0,0
70,2.31176,2.87366,0,0
71,2.58846,2.51225,0,0
72,2.59797,2.72602,0,0
73,2.70678,2.15659,0,0
74,2.86806,0,0,0
75,2.67019,1.80444,0,0
76,2.85947,2.39091,0,0
77,2.53954,2.74376,0,0
78,2.69664,2.12543,0,0
79,2.38995,2.17427,0,0
80,2.33829,2.3531,0,0
81,2.45917,0,0,0
82,2.55877,0,0,0
83,2.69743,2.37899,0,0
84,2.35209,2.56171,0,0
85,2.28529,0,0,0
86,2.4414,0,0,0
87,2.45952,2.39028,0,0
88,2.899,3.07738,0,0
89,2.58342,2.50303,0,0
90,0,0,0,0
91,2.32212,3.20162,0,0
92,2.73426,2.6017,0,0
93,2.87714,0,0,0
94,2.13643,2.47689,0,0
95,0.230524,2.35236,0,0
96,2.8947,2.12128,0,0
97,2.65913,2.36908,0,0
98,3.3284,2.69771,0,0
99,2.75979,0,0,0
100,3.77685,2.48166,0,0
101,2.51027,0,0,0
102,2.52109,2.37503,0,0
103,2.09629,2.04904,0,0
104,2.55245,2.37243,0,0
105,0,0,0,0
106,2.72416,2.5539,0,0
