0,0.507812
1,0.516335
2,0.480114
3,0.515625
4,0.481534
5,0.517045
6,0.493608
7,0.507812
8,0.485085
9,0.517045
10,0.516335
11,0.491477
12,0.482955
13,0.49929
14,0.514205
15,0.505682
16,0.507102
17,0.50142
18,0.497159
19,0.523438
20,0.516335
21,0.517045
22,0.485795
23,0.49929
24,0.489347
25,0.492188
26,0.491477
27,0.506392
28,0.490057
29,0.485795
30,0.512784
31,0.502131
32,0.516335
33,0.486506
34,0.477983
35,0.47017
36,0.513494
37,0.519176
38,0.490057
39,0.504261
40,0.492188
41,0.509943
42,0.490767
43,0.497869
44,0.49858
45,0.5
46,0.505682
47,0.494318
48,0.495028
49,0.494318
50,0.473011
51,0.487216
52,0.504261
53,0.520597
54,0.49858
55,0.53196
56,0.480824
57,0.519176
58,0.507812
59,0.513494
60,0.49858
61,0.497869
62,0.519886
63,0.513494
64,0.505682
65,0.495028
66,0.492898
67,0.492188
68,0.514205
69,0.491477
70,0.486506
71,0.502841
72,0.488636
73,0.479403
74,0.509233
75,0.510653
76,0.512074
77,0.497159
78,0.52983
79,0.495028
80,0.496449
81,0.49858
82,0.483665
83,0.502841
84,0.509233
85,0.496449
86,0.483665
87,0.509943
88,0.504261
89,0.505682
90,0.463778
91,0.475142
92,0.506392
93,0.528409
94,0.485795
95,0.49858
96,0.478693
97,0.497869
98,0.510653
99,0.50142
100,0.49929
101,0.494318
102,0.480824
103,0.49929
104,0.504261
105,0.517756
106,0.482955
107,0.493608
108,0.512074
109,0.514205
110,0.497869
111,0.480824
112,0.49929
113,0.524858
114,0.524148
115,0.511364
116,0.504972
117,0.494318
118,0.485795
119,0.514915
120,0.503551
121,0.502841
122,0.507102
123,0.488636
124,0.49929
125,0.484375
126,0.49929
127,0.488636
128,0.510653
129,0.5
130,0.507812
131,0.492188
132,0.504972
133,0.490057
134,0.504972
135,0.480114
136,0.512074
137,0.502131
138,0.50071
139,0.490057
140,0.520597
141,0.486506
142,0.490057
143,0.516335
144,0.524148
145,0.504261
146,0.485085
147,0.473722
148,0.514915
149,0.507812
150,0.482955
151,0.521307
152,0.5
153,0.507812
154,0.505682
155,0.514915
156,0.491477
157,0.480114
158,0.518466
159,0.518466
160,0.520597
161,0.485795
162,0.489347
163,0.502131
164,0.50142
165,0.49858
166,0.517045
167,0.509943
168,0.494318
169,0.491477
170,0.494318
171,0.522727
172,0.490767
173,0.5
174,0.504261
175,0.49929
176,0.485085
177,0.490057
178,0.519176
179,0.496449
180,0.487216
181,0.504972
182,0.477983
183,0.517756
184,0.495739
185,0.485795
186,0.525568
187,0.487926
188,0.475142
189,0.492188
190,0.482955
191,0.487216
192,0.490767
193,0.492188
194,0.518466
195,0.503551
196,0.490767
197,0.523438
198,0.507812
199,0.480824
200,0.496449
201,0.495028
202,0.492188
203,0.510653
204,0.46875
205,0.495028
206,0.520597
207,0.497159
208,0.510653
209,0.485795
210,0.5
211,0.485795
212,0.49858
213,0.497869
214,0.488636
215,0.509233
216,0.515625
217,0.491477
218,0.487216
219,0.518466
220,0.50142
221,0.50142
222,0.495739
223,0.5
224,0.473011
225,0.522727
226,0.504261
227,0.490767
228,0.50071
229,0.507812
230,0.526278
231,0.50142
232,0.497869
233,0.492898
234,0.496449
235,0.490767
236,0.49929
237,0.492898
238,0.511364
239,0.478693
240,0.5
241,0.507102
242,0.504972
243,0.503551
244,0.519886
245,0.5
246,0.49929
247,0.50071
248,0.497869
249,0.496449
250,0.507812
251,0.506392
252,0.508523
253,0.507812
254,0.524858
255,0.527699
256,0.487926
257,0.506392
258,0.517045
259,0.518466
260,0.49929
261,0.484375
262,0.505682
263,0.482955
264,0.517756
265,0.513494
266,0.509943
267,0.510653
268,0.497159
269,0.480114
270,0.515625
271,0.488636
272,0.481534
273,0.485085
274,0.512784
275,0.492188
276,0.485085
277,0.513494
278,0.512074
279,0.502131
280,0.502841
281,0.483665
282,0.492898
283,0.492188
284,0.492188
285,0.497869
286,0.487216
287,0.496449
288,0.487216
289,0.504972
290,0.484375
291,0.505682
292,0.502131
293,0.507812
294,0.491477
295,0.49929
296,0.49858
297,0.492188
298,0.53267
299,0.502131
300,0.511364
301,0.520597
302,0.49929
303,0.519886
304,0.525568
305,0.522727
306,0.505682
307,0.502841
308,0.526278
309,0.502131
310,0.496449
311,0.485085
312,0.502841
313,0.505682
314,0.528409
315,0.472301
316,0.502131
317,0.485795
318,0.5
319,0.502131
320,0.506392
321,0.502131
322,0.490057
323,0.50142
324,0.492188
325,0.509943
326,0.492188
327,0.505682
328,0.503551
329,0.476562
330,0.494318
331,0.49929
332,0.492188
333,0.493608
334,0.497869
335,0.495739
336,0.513494
337,0.517045
338,0.506392
339,0.49858
340,0.534091
341,0.519886
342,0.5
343,0.512784
344,0.512074
345,0.490057
346,0.497869
347,0.489347
348,0.524858
349,0.494318
350,0.513494
351,0.497869
352,0.50142
353,0.487926
354,0.512074
355,0.518466
356,0.49858
357,0.508523
