0,495.474,99.0022,333.242,434.47
1,126.214,104.995,123.634,186.237
2,135.495,2059.46,245.923,16742
3,270.904,204.91,197.658,10.7012
4,146.042,871.762,363.499,209.502
5,258.219,431.305,27337.8,256.88
6,193.031,67.2906,301.401,504.646
7,61.1127,666.677,142.931,257.603
8,908.01,76.7752,101.921,51.3677
9,490.86,3116.17,76.4397,790.768
10,1034.18,13916,241.357,79.2733
11,828.447,143.991,7152.18,246.213
12,365.272,341.14,186.068,783.75
13,187.192,144.798,56.6155,253.44
14,92.9956,297.455,138.83,806.64
15,299.349,1421.99,65.3901,989.159
16,123.896,1462.61,30.1945,242.721
17,0.886912,82.0785,49.1504,571.275
18,817.679,47.5078,164.061,248.257
19,262.792,162.426,159.106,32.0415
20,93.7418,44.419,185.68,396.133
21,649.105,147.956,198.799,110.657
22,390.125,820.542,42.9144,6779.58
23,110.413,544.357,617.502,924.961
24,1482.59,17.5036,310.385,226.431
25,217.593,90.2006,131.86,142.599
26,69.434,359.262,288.478,85.8076
27,295.328,213.591,973.722,215.199
28,883.631,99.9652,362.841,134.778
29,39.8573,292.862,1110.71,206.123
30,4.44116,633.006,209.321,209.03
31,106.337,328.092,273.292,96.3554
32,190.671,193.681,24.0564,418.587
33,137.853,2485.44,216.974,37.1521
34,1031.16,215.412,496.43,172.941
35,288.234,233.212,286.008,118.427
36,1968,106.223,534.074,291.228
37,300.028,148.142,124.581,1347.66
38,90.7099,29.0689,36.1665,240.589
39,253.773,124.475,360.356,127.714
40,113.206,156.954,1573.72,477.667
41,20.5023,257.927,1818.42,216.837
42,3.807,603.635,118.534,606.724
43,74.7577,119.027,283.705,320.682
44,121.556,308.94,478.784,207.275
45,87.3185,98.1481,357.219,353.487
46,468.39,30.6205,468.323,493.983
47,78.1314,61.9671,166.531,246.42
48,116.895,175.344,254.303,331.312
49,69.7736,566.194,1784.71,299.252
50,254.685,231.005,5432.55,215.165
51,856.879,1414.66,160.186,1081.64
52,333.182,41239.8,71.0762,66.9291
53,117.673,240.004,421.742,413.743
54,109.798,200.583,204.21,1548.66
55,146.178,347.385,155.954,86.1654
56,624.582,202.884,32.4487,311.498
57,1458.38,845.393,329.803,25.947
58,231.443,345.502,357.59,605.769
59,76.2468,265.205,130.007,4653.73
60,41.4741,13.9325,188.907,925.226
61,146.986,138.133,2898.52,465.734
62,282.443,35.3289,81.1818,608.909
63,263.638,142.811,137.218,195.795
64,155.949,784.442,654.605,76.6013
65,543.52,225.643,481.579,386.604
66,214.141,43.8502,392.347,380.312
67,2062.17,52.5823,563.669,317.024
68,175.952,35.8465,1275.62,2911.33
69,300.944,271.35,731.069,358.162
70,318.732,222.483,2120.85,237.055
71,326.615,313.167,195.501,1230.86
72,155.378,319.24,403.017,386.183
73,141.157,204.859,1620.46,0.655797
74,631.047,250.686,84.5047,4.51972
75,687.273,18.5798,242.025,117.149
76,92.1403,478.271,461.043,579.052
77,15.2194,470.356,1923.09,177.351
78,139.786,498.564,372.07,357.92
79,83.3791,218.463,556.156,149.702
80,1881.68,218.899,222.611,239.157
81,339.165,382.533,15.0147,80.1515
82,448.157,205.319,5731.32,306.447
83,148.107,181.473,53.059,408.569
84,77.8392,82.2145,432.565,111.161
85,369.849,12.0322,253.787,690.682
86,208.345,559.211,269.743,1763.39
87,24.6315,418.391,75.9719,75.5268
88,174.306,154.669,299.471,408.387
89,565.664,21.3707,1679.34,1452.73
90,14.4771,4.61293,467.106,264.599
91,181.994,110.531,5.3516,51.0011
92,12674.6,449.582,397.375,308.656
93,171.932,750.905,194.058,784.627
94,147.001,121.552,153.362,175.48
95,400.629,300.685,767.596,385.743
96,524.845,744.383,84.4316,33.1682
97,75.8419,405.453,3601.16,16.0384
98,265.562,215.638,235.841,8317.16
99,379.793,140.517,563.609,57.349
100,421.723,9.20221,601.051,864.092
101,132.198,721.097,265.583,102.503
102,66.067,935.342,89.3213,187.519
103,401.807,536.193,488.161,192.869
104,415.206,8.24995,17.5404,114.63
105,329.713,298.953,645.649,1460.68
106,13.6936,213.185,470.478,109.874
107,1137.27,120.705,113.382,213.965
108,36.1754,1072.86,287.629,460.963
109,435.762,198.715,756.254,246.06
110,608.774,326.816,246.506,493.334
111,253.201,51.5237,391.474,38.5588
112,497.194,434.414,2081.47,624.421
113,420.384,597.118,623.376,97.6849
114,430.879,249.872,393.751,425.975
115,214.12,76.0166,442.73,83.0859
116,9174.99,647.816,412.943,380.995
117,347.352,98.7897,164.477,321.819
118,353.427,493.322,217.652,749.397
119,221.316,431.744,235.858,51.02
120,147.002,199.603,366.92,265.115
121,328.982,158.213,458.604,227.592
122,422.881,113.233,970.591,188.875
123,937.06,214.677,255.161,128.559
124,128.704,351.462,2057.75,1406.74
125,142.848,30.4485,529.391,56.782
126,112.227,130.865,259.2,1569.25
127,392.2,3080.74,242.526,61.9428
128,157.095,660.177,141.808,202.552
129,61.2045,203.115,291.369,393.355
130,394.4,848.633,275.199,275.931
131,416.689,1926.51,225.32,517.358
132,243.474,372.138,486.65,369.883
133,257.918,112.832,2702.04,1.55614
134,337.8,40.5189,152.931,70.9939
135,8686.48,438.517,165.388,168.575
136,207.476,163.005,420.37,190.363
137,791.65,185.737,44.8201,208.012
138,67.9379,428.355,184.563,261.02
139,164.708,19.5966,1085.46,884.451
140,245.689,170.469,390.736,306.465
141,51.4497,175.873,472.433,1093.36
142,203.234,537.34,396.39,466.469
143,36.515,157.777,149.608,107.539
144,115.273,420.554,1164.35,434.773
145,479.374,179.791,139.005,3206.81
146,2007.87,1323.59,16.9486,36.8615
147,368.032,184.919,255.705,262.71
148,5.46212,229.975,144.661,195.73
149,476.908,148.485,353.794,886.599
150,1059.9,483.84,755.683,150.058
151,151.114,624.32,122.025,109.755
152,1062.77,247.204,251.133,64.8795
153,75.1366,1139.43,576.637,92.1979
154,310.033,160.741,1616.81,467.865
155,57.3254,120.4,82.6382,1500.59
156,176.273,35.8553,678.529,128.422
157,876.9,1491.6,174.778,823.085
158,117.179,1088.42,2985.87,85.4823
159,199.581,371.23,1344.63,108.04
160,269.071,89.9071,398.895,2039.38
161,943.411,86.85,528.855,112.295
162,114.582,42.7936,245.885,142.615
163,717.061,199.142,34.0532,1938.96
164,466.06,34139.6,396.757,157.275
165,516.667,197.742,16.3007,265.118
166,403.507,51.4593,180.109,155.964
167,331.047,448.138,937.017,322.242
168,855.59,194.382,91.9266,292.848
169,583.487,6120.07,263.939,153.608
170,116.053,215.622,283.329,71.0746
171,70.9261,205.454,77.7586,310.865
172,79.9796,51.6999,287.503,249.031
173,176.173,100.078,960.252,138.203
174,243.397,812.245,579.559,150.489
175,628.4,481.344,141.564,13.1262
176,164.965,314.284,596.14,984.021
177,98.6522,1182.3,111.152,605.094
178,84.1765,125.254,569.574,115.852
179,192.948,313.511,952.156,112.603
180,397.942,493.333,158.601,767.167
181,342.912,153.883,267.622,239.616
182,491.487,193975,158.08,7729.78
183,40.8513,476.277,3057.48,19.9113
184,274.118,384.794,1830.65,64.801
185,63.4933,258.195,410.13,283.867
186,98.9583,305.817,35.164,373.414
187,287.037,48.5312,103.145,65.8697
188,419.281,674.231,475.379,266.859
189,205.122,203.073,1.97587,259.717
190,171.594,144.179,279.964,750.555
191,133.085,156.693,397.708,92.8128
192,154.576,88.0275,311.311,277.234
193,186.328,1689.8,295.519,133.459
194,62.5019,598.024,198.444,1972.47
195,593.251,497.9,46.5934,273.556
196,803.306,430.499,147.186,165.552
197,626.301,21.6869,596.488,233.14
198,7.27468,671.01,549.028,5.62878
199,504.953,1857.61,40.3141,236.422
200,4324.38,351.209,149.384,129.205
201,668.849,7.0408,17.6396,5328
202,7.20477,238.8,152.177,149.945
203,173.602,502.789,446.712,349.678
204,213.584,299.215,68.946,253.111
205,458.198,34.9429,373.984,78.97
206,96.7946,251.28,52.0853,172.415
207,40.7385,12.7269,289.044,61.1673
208,45.7586,10.3034,1010.27,416.955
209,41.3631,231.952,454.832,63.5296
210,243.811,136.945,726.383,1250.23
211,49.9637,603.23,218.716,986.025
212,10.4153,63.0783,144.345,1483.34
213,130.912,110.064,386.412,518.166
214,36.6332,78.1455,617.145,145.416
215,75.1455,205.032,51.7652,265.964
216,305.906,562.414,204.463,243.165
217,57.8863,13.3407,800.082,91.2349
218,185.927,231.83,223.056,197.038
219,26.2087,30.5555,401.233,235.429
220,26.9868,223.941,374.625,631.172
221,161.108,145.048,240.811,387.736
222,169.17,457.434,383.146,169.302
223,199.706,77.8891,305.929,326.454
224,515.7,72.4038,14.5281,76.429
225,39.3282,724.734,163.462,103.674
226,140.776,182.734,5655.68,1632.97
227,268.499,509.76,77.1735,216.993
228,1212.02,219.809,1370.45,592.248
229,29.3215,487.242,220.021,695.213
230,240.995,142.252,167.061,44.6373
231,108.662,383.477,1.26357,1260.95
232,1423.71,1115.91,159.758,1387.07
233,772.818,749.827,423.691,679.339
234,293.029,2557.34,398.488,135.625
235,930.741,245.617,210.534,17.6142
236,128.925,105.03,289.597,287.891
237,36.909,48.3796,769.353,243.249
238,263.973,13.417,9.61189,827.356
239,1372.58,64.5543,533.698,233.043
240,4851.66,606.29,212.372,406.28
241,164.44,112.127,146.634,822.207
242,323.077,107.484,109.727,1047.33
243,750.567,311.398,257.119,90.8907
244,5506.75,465.652,311.756,1332.9
245,323.919,259.317,10.2997,35386
246,970.123,3430.95,465.231,1029.16
247,288.516,135.046,630.531,642.293
248,574.826,30.1182,179.775,1.27954e+06
249,8.07483,325.334,126.064,224.028
250,684.353,357.203,244.909,181.488
251,536.591,127.741,667.365,499.99
252,380.297,44.7875,189.344,356.52
253,208.357,91.11,3362.07,523.692
254,123.444,14.4366,133.136,67.7805
255,444.452,73.146,139.904,237.795
256,181.454,2996.15,48.1633,157.115
257,500.353,339.201,0.768902,166.56
258,225.495,443.537,144.042,436.201
259,185.156,202.745,28.9791,824.189
260,1001.55,208.481,458.698,63.9405
261,1.0056,264.444,497.244,216.473
262,209.69,1116.72,284.955,255.564
263,130.146,35.0443,853.126,205.179
264,540.002,225.461,82.0694,1607.07
265,90.485,356.052,131.945,1075.34
266,201.285,24.2628,273.456,544.864
267,260.907,1863.47,958.902,301.712
268,13.8946,112.937,143.539,204.681
269,3.5611,109.405,252.673,37.0075
270,30.5027,94.3147,377.577,127.25
271,57.7964,366.072,157.148,3548.54
272,204.822,1260.77,426.311,350.326
273,941.263,419.887,214.909,13492.5
274,115.166,40.5732,273.884,874.656
275,2473.27,162.379,74.6841,441.518
276,92.7563,160.72,198.106,102.778
277,226.917,48.048,146.61,478.251
278,140.963,535.181,456.285,505.896
279,660.956,80.5003,786.954,369.428
280,303.981,147.806,192.193,135.81
281,20.8085,2776.25,149.113,365.601
282,171.197,449.386,1735.24,287.997
283,399.466,68.5288,1157.9,503.266
284,113.742,659.291,116.487,341.852
285,145.366,73.0242,497.167,670.505
286,1409.78,230.142,51.0195,50.8723
287,166.856,2589.93,518.315,323.516
288,5348.43,27.1139,238.854,196.356
289,1429.25,212.077,231.663,64.1334
290,35741.8,577.986,797.44,128.884
291,458.93,1.32107,509.535,2547.58
292,143.489,1745.72,23.3478,89.6468
293,202.362,217.782,458.22,1647.56
294,243.87,1324.87,219.557,375.229
295,1107.22,265.138,103.976,117.526
296,344.035,173.68,192.055,73.3604
297,482.602,272.124,367.014,200.565
298,92.8149,8.55283,10208.3,1112.61
299,49.0135,401.712,233.888,308.006
300,143.502,3754.75,353.326,184.535
301,112.918,184.025,115.742,152.511
302,1442.04,188.167,140.927,767.943
303,573.633,1067.74,333.932,568.539
304,207.776,65.4711,96.5964,94.5922
305,593.802,1435.04,18.6972,332.785
306,185.883,266.178,1201.44,108.542
307,496.592,37.1122,493.726,528.81
308,93.3233,37.7554,2064.82,171.718
309,632.777,5164.3,240.735,346.236
310,95.1833,312.607,301.948,134.828
311,37.3798,127.683,609.836,449.685
312,1131.09,781.773,2733.06,327.126
313,79.8123,7367.98,3130.06,34.6187
314,54.1812,451.671,130.763,187.18
315,47.7653,122.141,367.231,132.452
316,1333.64,193.603,222.436,1270.62
317,88.4919,397.97,402.76,276.059
318,87.25,315.804,93.4566,477.658
319,139.777,258.701,162.419,232.04
320,271.163,12.7117,275.821,103.827
321,769.646,1867.58,66.6372,109.291
322,124.243,31.6845,115.456,1188.22
323,90.4843,141.517,134.056,169.86
324,985.813,928.759,47.6813,1188.29
325,88.5326,463.276,172.442,104.268
326,429.866,115.78,833.042,817.516
327,121.107,90.2811,46.3422,1794.88
328,865.196,626.695,162.589,222
329,100.698,14.7745,424.043,1772.34
