0,7932.24,4171
1,2855.51,12488
2,645.754,413.929
3,593.547,684.061
4,3204.77,1997.52
5,747.669,650.102
6,650.279,967.936
7,1563.27,1229.87
8,960.888,779.173
9,487.957,610.976
10,484.873,512.504
11,566.868,500.622
12,747.591,816.385
13,544.98,409.172
14,740.419,545.346
15,741.338,498.25
16,670.778,790.389
17,1679.85,4025.88
18,509.388,593.289
19,564.149,1313.86
20,450.357,521.352
21,464.991,427.366
22,1579.9,3028.77
23,645.8,399.195
24,754.884,811.515
25,615.328,474.708
26,505.616,403.456
27,599.494,588.174
28,1123.4,1613.67
29,424.781,461.067
30,442.004,607.397
31,804.603,1965.44
32,401.129,525.697
33,1189.06,1046.39
34,460.803,448.937
35,455.485,525.965
36,443.373,561.062
37,441.868,407.908
38,420.04,826.865
39,429.175,486.021
40,439.268,384.996
41,615.536,422.194
42,798.315,570.55
43,440.335,463.049
44,409.074,441.074
45,409.112,580.324
46,674.836,458.519
47,441.548,615.362
48,1017.11,1178.27
49,503.901,760.352
50,1910.58,1168.85
51,573.542,766.318
52,522.038,477.821
53,570.853,871.731
54,543.053,526.875
55,511.807,482.535
56,553.813,534.333
57,552.464,486.638
58,791.209,830.742
59,436.739,406.189
60,569.297,531.019
61,1327.33,1746.55
62,633.582,602.194
63,442.644,394.169
64,560.192,518.133
65,2369.65,862.175
66,1170.92,937.272
67,567.776,671.692
68,1423.74,1717.75
69,581.15,781.606
70,558.583,571.676
71,6805.51,2961.93
72,19984.7,17529.5
73,534.688,463.201
74,626.843,585.092
75,362242,351598
76,4062.53,5686.11
77,571,432.675
78,411562,357083
79,722.019,622.269
80,391.692,409.433
81,897106,714981
82,505.479,574.962
83,480.96,428.516
84,64.0359,64.2743
85,470.018,569.455
86,489.203,332.186
87,605.822,697.86
88,734.98,778.292
89,891.287,704.355
90,890.424,742.583
91,51.401,51.7213
92,823.896,1136.52
93,508.512,627.746
94,448.96,431.916
95,608.905,506.635
96,557.487,682.06
97,965.462,925.805
98,514.248,559.754
99,428.792,355.239
100,600.418,803.703
101,2073.55,4444.06
102,369.661,385.511
103,658.98,693.853
104,564.415,550.333
105,2299.11,520.739
106,611.87,1782.5
107,881.318,1426.65
108,729.314,669.762
109,1309.02,1847.19
110,514.703,508.743
111,404.067,436.826
112,465.396,437.66
113,1221.37,603.905
114,468.489,611.612
115,477.081,463.965
116,721.452,4691.93
117,299.002,388.08
118,778.813,611.364
119,801.805,830.256
120,812.861,832.138
121,500.132,572.799
122,500.204,496.407
123,775.827,600.204
124,1335.75,571.202
125,420.325,478.582
126,508.754,484.043
127,514.547,612.961
128,514.834,494.662
129,482.25,594.043
130,2435.79,2076.83
131,1236.64,1113.85
132,686.877,815.781
133,446.686,472.24
134,1152.98,745.217
135,1185.17,762.919
136,858.386,1388.79
137,577.442,517.479
138,535.579,460.717
139,1632.95,1550.81
140,970.976,1112.63
141,538.796,432.97
