0,-18.994,-16.2024
1,-14.5568,-20.9649
2,-8.10067,-6.16926
3,-7.73455,-8.35095
4,-15.058,-13.0049
5,-8.73709,-8.12982
6,-8.131,-9.85847
7,-11.9403,-10.8986
8,-9.82673,-8.91634
9,-6.88381,-7.86024
10,-6.85628,-7.09697
11,-7.53482,-6.9951
12,-8.73664,-9.11895
13,-7.36381,-6.11906
14,-8.69478,-7.36672
15,-8.70016,-6.97448
16,-8.26579,-8.97841
17,-12.2527,-16.0486
18,-7.07049,-7.73267
19,-7.51394,-11.1855
20,-6.53557,-7.17131
21,-6.67445,-6.308
22,-11.9863,-14.8127
23,-8.10098,-6.01185
24,-8.7788,-9.09297
25,-7.89107,-6.76427
26,-7.03821,-6.05796
27,-7.77785,-7.69506
28,-10.5053,-12.0781
29,-6.28165,-6.63764
30,-6.45426,-7.83472
31,-9.05581,-12.9346
32,-6.03284,-7.20735
33,-10.752,-10.197
34,-6.63516,-6.52186
35,-6.58474,-7.20957
36,-6.46769,-7.49011
37,-6.45293,-6.10562
38,-6.23291,-9.17435
39,-6.32635,-6.86655
40,-6.4273,-5.85456
41,-7.89253,-6.25512
42,-9.02175,-7.56294
43,-6.43783,-6.65627
44,-6.11801,-6.44511
45,-6.11842,-7.63671
46,-8.29198,-6.61357
47,-6.44978,-7.8913
48,-10.0737,-10.7125
49,-7.02345,-8.81015
50,-12.8117,-10.6776
51,-7.58565,-8.84409
52,-7.17702,-6.79265
53,-7.56524,-9.40383
54,-7.34842,-7.21708
55,-7.09106,-6.83529
56,-7.43363,-7.27812
57,-7.42304,-6.87206
58,-8.98291,-9.19466
59,-6.40222,-6.08728
60,-7.55339,-7.2511
61,-11.2298,-12.4218
62,-8.01803,-7.79736
63,-6.46055,-5.95682
64,-7.48337,-7.14441
65,-13.7468,-9.35595
66,-10.6853,-9.71865
67,-7.54177,-8.2717
68,-11.5343,-12.3496
69,-7.64288,-8.92988
70,-7.47088,-7.5715
71,-18.3286,-14.7157
